Wall time,Step,Value
1700123163.5275607,176608.0,-1.0
1700123193.6299846,214562.97748874436,-1.0
1700123262.2938242,297887.94885553926,-1.0
1700123316.4097083,362777.2306913486,-0.7496246873437344
1700123367.6916687,422853.8176338547,-0.7998000002002401
1700123425.7361398,488360.39628327463,-0.8332501808681931
1700123502.2947707,569988.8171999209,-0.7138568571430001
1700123571.439495,645588.2846507027,-0.7497501255003122
1700123629.9154472,710174.4401886272,-0.6661107780747036
1700123702.2460332,792023.5366313697,-0.5991994006016802
1700123764.1903923,862379.395730213,-0.5444538194576357
1700123816.925257,922293.5446129966,-0.49883258556014964
1700123864.6320713,976496.5311490068,-0.5376157731571415
1700123906.206476,1023943.094216172,-0.4989644148513349
1700123966.8529472,1092845.2526013106,-0.5326012276215437
1700124021.0855098,1154450.313080998,-0.5620333651416703
1700124100.5535645,1244252.070368572,-0.5880028289266502
1700124174.9853988,1328584.8641943699,-0.6110867312658909
1700124247.4953315,1410887.2542755702,-0.5786338442390032
1700124313.5527134,1485884.7106525,-0.5494263384974021
1700124373.677772,1554077.9285033992,-0.5230005881428451
1700124446.9433863,1635141.726753217,-0.5449109115227804
1700124520.0452697,1716932.298857458,-0.5209574802439294
1700124587.8690257,1792997.8253102654,-0.5411480833321649
1700124661.0518374,1876380.3129759005,-0.5192412827794571
1700124729.713838,1954745.4582171282,-0.4990197050710065
1700124794.9494789,2029460.6559758224,-0.48029610322370325
1700124867.068508,2113429.4480003538,-0.46290997982343746
1700124936.8326674,2194900.0636449717,-0.44672297503044417
1700125002.2420032,2271383.7266878854,-0.43161517698357904
1700125065.1136873,2345078.546450037,-0.41748214631989583
1700125128.0007863,2419170.87139686,-0.4359695389466444
1700125193.4217362,2496818.341309366,-0.422545763233534
1700125261.9628193,2578693.741012697,-0.40991169094177604
1700125333.3060668,2664373.78582087,-0.39799963320623005
1700125403.0779462,2748375.1248429925,-0.38674942214675795
1700125470.8124125,2830027.8960897173,-0.3761073945188995
1700125535.7848434,2908321.9507176275,-0.36602553584075687
1700125598.903369,2984551.3245991883,-0.38259221072662564
1700125660.941559,3059638.5664796797,-0.3728396166418064
1700125724.557963,3136838.224161882,-0.36356282075956864
1700125788.6356463,3214839.6093361727,-0.3547278374935237
1700125850.402627,3290083.3801784758,-0.37005161183033325
1700125911.6952958,3364837.7036066647,-0.3614591704613962
1700125970.5883331,3436696.491145545,-0.3532486756443574
1700126027.9921894,3506757.278948985,-0.3453952178209593
1700126084.504534,3575855.092912159,-0.3378760073953374
1700126140.3188784,3644169.833308938,-0.33067015390460475
1700126194.8728135,3710981.9203406167,-0.32375847222977244
1700126248.2416496,3776355.896104463,-0.31712331206135985
1700126300.1302295,3839983.906218032,-0.31074840742787413
1700126353.3805351,3905448.224928831,-0.32434423113505234
1700126407.3126419,3971869.9645020952,-0.31806398373677586
1700126459.6034575,4036237.51224379,-0.3120163915655877
1700126511.5489202,4100289.3801543606,-0.3248660754877516
1700126562.7373013,4163416.219864386,-0.3189038468833561
1700126613.289409,4225811.687278004,-0.31315087302822836
1700126666.131358,4291217.362962433,-0.30759633040025697
1700126719.9638567,4357914.502106322,-0.3022301292754296
1700126772.4429574,4422950.176824061,-0.297042852577991
1700126825.8419595,4489229.889753771,-0.29202570074534046
1700126878.7925901,4555005.31031822,-0.28717044192858326
1700126933.8273344,4623410.80951496,-0.2824693669358878
1700126989.048062,4692095.02887637,-0.2779152483999023
1700127044.8970335,4761603.791116676,-0.2735013037143334
1700127102.6173697,4833468.96717676,-0.28487060182258456
1700127158.7415583,4903334.731369347,-0.2804769015448208
1700127214.0348303,4972223.995330039,-0.27621247540959915
1700127268.2291698,5039755.657061399,-0.2870629612594572
1700127321.3071084,5105927.174323212,-0.28281890588907643
1700127373.2688425,5170724.422572032,-0.2932778322809875
1700127424.134201,5234171.286261868,-0.2890581667347776
1700127473.9115489,5296245.784216965,-0.2849541577572395
1700127522.3624074,5356672.798082675,-0.28096111656785644
1700127573.980457,5421229.35584367,-0.27707460445439636
1700127625.3849788,5485548.185311022,-0.273290416321051
1700127675.9412336,5548790.753158656,-0.2696045655185381
1700127725.596741,5610960.373469394,-0.2660132698411193
1700127774.330688,5671989.836657486,-0.27567142220742546
1700127825.868674,5736663.409451709,-0.2850879966676831
1700127876.5734487,5800299.564515858,-0.2814256827720317
1700127926.9572182,5863530.078779399,-0.2778527418835647
1700127976.4120634,5925646.929034231,-0.2743659436518466
1700128025.0006871,5986683.334977144,-0.2709622115526439
1700128072.6872954,6046575.959335918,-0.2676386138393246
1700128119.5901139,6105503.79317887,-0.2643923551255561
1700128165.717958,6163469.215223054,-0.2612207685485062
1700128211.673081,6221230.047828593,-0.2581213084663715
1700128256.820296,6277999.302847485,-0.26682929918712617
1700128301.2789516,6333893.048959446,-0.2637305952282446
1700128345.5067546,6389473.5191020565,-0.2607000401510937
1700128391.303954,6446996.609626571,-0.2577354117087149
1700128436.8749425,6504219.28243827,-0.2548345832346549
1700128482.6859083,6561719.125618734,-0.2519955185588966
1700128527.5636878,6618013.562933547,-0.24921626724488852
1700128572.1127353,6673898.862904574,-0.24649496012426023
1700128618.7406826,6732348.682115137,-0.24382980510774085
1700128665.2960918,6790728.543718054,-0.24121908325255192
1700128717.418138,6856097.224355099,-0.23866114506814004
1700128768.9006352,6920662.978011854,-0.23615440704356574
1700128820.889822,6985871.890115041,-0.23369734838118592
1700128872.2988548,7050322.267344093,-0.23128850792247252
1700128924.7926495,7116193.648307031,-0.2289264812529101
1700128976.6279612,7181233.018138412,-0.22660991797391808
1700129027.873603,7245539.120714655,-0.23436531872377808
1700129078.8574195,7309499.304324127,-0.2320361772980551
1700129132.5627058,7376975.750354309,-0.2297506116376079
1700129185.559689,7443607.617652171,-0.22750741130365876
1700129240.481632,7512840.149875978,-0.22530541027719364
1700129295.0784209,7581699.146604425,-0.22314348493988204
1700129349.7675564,7650761.377705706,-0.23053430864381855
1700129403.7105868,7718887.9503146345,-0.2283595765109571
1700129457.2515874,7786539.991503276,-0.22622337511999843
1700129509.99289,7853199.536383797,-0.22412469050315964
1700129561.8362255,7918726.21563915,-0.22206254396109468
1700129614.0254483,7984665.870629434,-0.22003599054270298
1700129665.7290466,8049982.878580902,-0.22709660458420078
1700129717.5613844,8115380.396939572,-0.22505723750456286
1700129769.1813304,8180412.780257829,-0.22305218496528384
1700129821.3486514,8245749.962831323,-0.22108058910192663
1700129873.295643,8310841.972062592,-0.2191416204092013
1700129925.1402547,8375880.422153002,-0.21723447657870495
