Wall time,Step,Value
1700652499.933051,172800.0,-1.0
1700652527.4392843,205536.36818409205,-1.0
1700652593.663147,284409.75922263623,-1.0
1700652645.2500262,344669.64900682867,-1.0
1700652693.0342667,400801.47064120905,-1.0
1700652744.0805407,461133.18720412866,-1.0
1700652806.987658,535076.1915567826,-0.8567137140002863
1700652865.3637817,603570.9202985294,-0.7492491250013138
1700652916.0084426,662470.5342596888,-0.6656656673360013
1700652979.7164114,737041.3562469082,-0.6992498270154643
1700653034.4472535,801088.5099315803,-0.6353631840942685
1700653081.8889863,856394.304311191,-0.6659170729119488
1700653124.2599006,905816.3439535612,-0.6143846188483706
1700653161.563765,949312.2003779702,-0.5702140397352765
1700653215.4193532,1012049.1818981671,-0.531932960582328
1700653263.8784554,1068344.357906671,-0.49843710014675446
1700653335.511691,1150417.414550518,-0.5281775381777056
1700653403.146198,1227518.0985063815,-0.49858413422954106
1700653469.6776533,1302962.2053469056,-0.47210590494769855
1700653530.905061,1372184.578666409,-0.498752237452627
1700653604.493535,1452986.331285997,-0.4747637585752858
1700653678.4583051,1533628.4401401368,-0.4529561269076536
1700653747.3526452,1608480.3176398964,-0.4330448841177147
1700653823.0990663,1689967.9088517504,-0.414792981595442
1700653894.1457303,1766437.5920164927,-0.39800129850839916
1700653961.6562092,1839062.272242133,-0.38250134799835805
1700654040.3501592,1920695.8185567206,-0.4056703707520389
1700654116.8157353,1999780.8489819914,-0.3909856063361146
1700654188.4558692,2073739.2547608777,-0.37731364815934765
1700654257.6998997,2144959.330303291,-0.39837238069824754
1700654327.781043,2216362.308784489,-0.3853278693552485
1700654402.7788463,2290876.490014443,-0.37309870321760247
1700654482.3058085,2369334.0730817746,-0.3616107599935269
1700654565.3885856,2451241.892286999,-0.3507986376608489
1700654646.9320662,2531474.3341249735,-0.3406044087142037
1700654725.9808707,2609356.5547996047,-0.33097658203770036
1700654801.7142043,2683959.2045876035,-0.3218692331225602
1700654875.5558043,2756516.944297215,-0.3132412716188128
1700654948.044636,2827890.3885448687,-0.3050558215713461
1700655022.6923633,2901198.2921914584,-0.29727969462054893
1700655097.997114,2975123.35684905,-0.28988294029554307
1700655170.6387684,3046432.089200397,-0.28283846055123846
1700655242.7546346,3117107.7277784627,-0.2761216780909161
1700655312.0333302,3185034.744888953,-0.2697102499175495
1700655379.7104836,3251270.308643595,-0.2635838190782833
1700655448.3591678,3318455.2012664094,-0.2577237987900669
1700655515.4531548,3384022.0739520644,-0.2521131841237177
1700655580.9450185,3448008.4956663544,-0.24673638722747648
1700655644.5454886,3510160.6256509316,-0.24157909272727052
1700655710.1749976,3573969.611386447,-0.2366281304789447
1700655776.8748312,3638495.9985422743,-0.23187136329081884
1700655841.4081004,3700930.1649366575,-0.22729758760133406
1700655905.839022,3762944.7142585223,-0.24225935306306684
1700655969.440759,3824095.994228155,-0.23765309192727666
1700656032.251481,3884345.712905353,-0.23321437118313032
1700656098.2236822,3947323.5211102194,-0.2472870970062477
1700656166.0640051,4011693.7861565477,-0.24282607774388756
1700656232.0978758,4074329.096439379,-0.23851892768880872
1700656299.385365,4138131.5274803936,-0.23435782298255034
1700656365.9994373,4201236.240854647,-0.23033546135720778
1700656435.629366,4266672.550959853,-0.24333534947794275
1700656506.0428662,4332411.216771949,-0.23928962303001014
1700656577.177763,4398855.977556246,-0.2353723728587071
1700656650.4613733,4467445.958068285,-0.2477000984725119
1700656721.5493765,4534014.217212478,-0.24376604109508293
1700656791.540739,4599616.699615407,-0.2556006794259303
1700656860.1805315,4663922.5447949,-0.2516584236473233
1700656927.3717341,4726917.752486282,-0.24783215933450675
1700656993.076107,4788515.188162584,-0.24411684337970274
1700657057.2694464,4848754.617288373,-0.25529212686510944
1700657120.0824573,4907635.745282742,-0.2515691040676015
1700657181.153877,4964887.514579798,-0.24794954144103415
1700657246.2382445,5026014.784497517,-0.2444291871969552
1700657311.150853,5086916.093825629,-0.241004019373307
1700657374.9272237,5146795.087740449,-0.23767023051266692
1700657437.687622,5205648.26568224,-0.23442421355009999
1700657499.2954776,5263414.002861338,-0.23126254880065986
1700657564.8530612,5324448.93082791,-0.2281819919478511
1700657629.422348,5384543.818541362,-0.22517946294436003
1700657693.5837872,5444209.292451112,-0.22225203574523106
1700657756.629174,5502778.139866241,-0.2193969288015481
1700657818.574257,5560298.785645408,-0.22930735560863927
1700657879.3567817,5616740.227138414,-0.22642975765284437
1700657939.182444,5672243.575554704,-0.22362071282723855
1700657998.0816653,5726809.161933474,-0.22087780160893739
1700658056.7471578,5781116.120724548,-0.21819871701099702
1700658114.4567697,5834501.702575004,-0.21558125811483134
1700658171.2708395,5887051.768794081,-0.21302332404360066
1700658227.7105732,5939263.420941028,-0.210522908341889
1700658286.4180305,5993309.667611027,-0.2080780937300694
1700658344.8082614,6047070.032072602,-0.20568704720453526
1700658403.548093,6101140.866039033,-0.20334801545748193
1700658461.030746,6154058.519123461,-0.20105932059218604
1700658518.1069024,6206578.159599856,-0.19881935611177787
1700658578.1142526,6261618.701776413,-0.19662658316135434
1700658638.2497087,6316589.331644586,-0.19447952700495982
1700658705.4350157,6378160.306147599,-0.2031889826807657
1700658771.7073147,6438979.131646804,-0.20101340813365942
1700658838.511566,6500305.713905909,-0.19888181943300295
1700658904.610972,6560935.484571868,-0.19679289700272262
1700658972.0986614,6622891.375114246,-0.19474537352717652
1700659038.7608492,6684061.863058805,-0.19273803138936868
1700659104.562609,6744445.843568241,-0.1907697002583933
1700659170.066474,6804502.697294878,-0.18883925481606512
1700659239.4464674,6867824.895447998,-0.18694561261345652
1700659308.0137458,6930340.183758745,-0.18508773204876275
1700659379.5893059,6995445.913465431,-0.1931146505991146
1700659450.7520795,7060179.358167966,-0.2009927819012837
1700659522.0810292,7125083.877471352,-0.20872622102014432
1700659592.3533454,7189082.586185019,-0.2067233818285351
1700659662.1802862,7252633.008773977,-0.20475666591516206
1700659730.9342542,7315208.041716373,-0.20282510569142434
1700659798.5957649,7376765.404736686,-0.20092776781963786
1700659866.6780837,7438656.83181989,-0.20834079753210852
1700659934.1441236,7499928.566145602,-0.20642387684729963
1700660001.7761116,7561325.180019927,-0.20454004265446135
1700660068.9366233,7622328.97385612,-0.2026884465811765
1700660136.3854864,7683608.021807261,-0.20086826901340782
1700660203.4866335,7744571.846249471,-0.19907871788716267
1700660270.461136,7805402.051093763,-0.1973190275405746
1700660339.4729633,7867804.804493635,-0.19558845762290628
1700660408.381635,7930096.489693216,-0.1938862920572082
1700660477.1244016,7992319.208218777,-0.19221183805357933
1700660544.869945,8053634.168829901,-0.19056442517017327
1700660613.3908808,8115750.331982641,-0.18894340441927593
1700660680.8599958,8176935.716878302,-0.1873481474159512
1700660747.6953452,8237572.772301043,-0.18577804556690797
1700660814.0535936,8297790.613791539,-0.18423250929738885
1700660881.1014192,8358686.492992379,-0.18271096731401787
1700660949.295518,8420693.390681263,-0.18121286590167035
1700661016.7145097,8481983.099092953,-0.1797376682525473
1700661088.8992305,8547344.728760386,-0.18636782519688724
1700661161.461301,8612983.38067104,-0.18487201418787252
1700661237.1820402,8681350.531227104,-0.1833985614012516
1700661312.0588815,8748962.68707932,-0.18194696998677123
1700661385.9785028,8815720.411615938,-0.1805167577074144
1700661458.9829779,8881667.96268765,-0.18691449503917076
1700661531.3315337,8947014.83883441,-0.1932193674781448
1700661604.1659179,9012796.5327642,-0.19173114702938424
1700661684.9571595,9085468.86859891,-0.19026422087998632
